1571335220:0;sudo apt-get install libgtk-3-common\
1571335226:0;sudo apt-get install libgtk-3-dev\
1571335240:0;sudo apt-get install libgtk-dev\
1583222495:0;sudo apt-get install linux-modules-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64 linux-image-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64 linux-modules-extra-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64 linux-image-generic-hwe-18.04_5.3.0.40.97_amd64 linux-headers-5.3.0-40_5.3.0-40.32~18.04.1_all linux-headers-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64 linux-headers-generic-hwe-18.04_5.3.0.40.97_amd64 linux-generic-hwe-18.04_5.3.0.40.97_amd64\
1574843679:0;sudo apt-get install putty-tools
1571750974:0;sudo apt-get install ranger caca-utils highlight atool w3m poppler-utils mediainfo\
1571134920:0;sudo apt-get install texlive-fonts-recommended texlive-fonts-extra
1571732957:0;sudo apt-get install xsel\
1570009181:0;sudo apt-get --no-install-recommends install ocrfeeder tesseract-ocr-spa tesseract-ocr
1570697731:0;sudo apt install build-essential dkms
1560940432:0;sudo apt install build-essential pandoc poppler-utils ffmpeg ripgrep cargo
1565351223:0;sudo apt install chafa
1586766598:0;sudo apt install ./keybase_amd64.deb
1573548247:0;sudo apt install libxtst6 libxdo3 xclip
1570437157:0;sudo apt install mintupgrade
1571150138:0;sudo apt install texlive-full
1581341608:0;sudo aptitude -i install hasciicam
1581423992:0;sudo aptitude install alacritty
1570794426:0;sudo aptitude install archivemount
1581336812:0;sudo aptitude install dino-im
1571822622:0;sudo aptitude install fcrackzip
1561660961:0;sudo aptitude install hollywood
1571335028:0;sudo aptitude install libgtk
1571335018:0;sudo aptitude install libgtk-dev
1583222419:0;sudo aptitude install linux-modules-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64.deb linux-image-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64.deb linux-modules-extra-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64.deb linux-image-generic-hwe-18.04_5.3.0.40.97_amd64.deb linux-headers-5.3.0-40_5.3.0-40.32~18.04.1_all.deb linux-headers-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64.deb linux-headers-generic-hwe-18.04_5.3.0.40.97_amd64.deb linux-generic-hwe-18.04_5.3.0.40.97_amd64.deb\
1583222462:0;sudo aptitude install linux-modules-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64 linux-image-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64 linux-modules-extra-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64 linux-image-generic-hwe-18.04_5.3.0.40.97_amd64 linux-headers-5.3.0-40_5.3.0-40.32~18.04.1_all linux-headers-5.3.0-40-generic_5.3.0-40.32~18.04.1_amd64 linux-headers-generic-hwe-18.04_5.3.0.40.97_amd64 linux-generic-hwe-18.04_5.3.0.40.97_amd64\
1566220902:0;sudo aptitude install plantuml
1582921289:0;sudo aptitude install python3.7
1587468338:0;sudo aptitude install python3.8 python3.8-venv
1587468283:0;sudo aptitude install python3.8 python3.8-venv python3.8-pip
1574327710:0;sudo aptitude install qt5dxcb-plugin
1565085394:0;sudo aptitude install qt-sdk
1570712031:0;sudo aptitude install squashfs-tools
1566303151:0;sudo aptitude install swig
1566303168:0;sudo aptitude install swig swig-sphinxbase 
1571136655:0;sudo aptitude install texlive-full
1566546166:0;sudo aptitude install translate-shell
1575317486:0;sudo aptitude install wkhtmltopdf
1571137973:0;sudo aptitude -o APT::Get::Fix-Missing=true install texlive-full
1570624584:0;sudo -i apt-get -f install libperl5.26
1570624891:0;sudo -i apt-get -f install perl:amd64
1578500776:0;sudo -i apt-get install fuse-emulator-gtk
1562586715:0;sudo -i apt-get install /home/ramon/Descargas/gnome-inform7_6M62-0ubuntu1_amd64.deb
1570625403:0;sudo -i apt-get install libdigest-sha-perl
1566290127:0;sudo -i apt-get install libglfw3
1570624575:0;sudo -i apt-get install libperl5.26
1570624878:0;sudo -i apt-get install perl:amd64
1578500832:0;sudo -i apt-get install spectrum-roms
1571134927:0;sudo -i apt-get install texlive-fonts-recommended texlive-fonts-extra
1573664544:0;sudo -i apt-get install virtualbox-guest-additions
1573664562:0;sudo -i apt-get install virtualbox-guest-additions-iso
1572340228:0;sudo -i apt-get install -y software-properties-common uidmap
1570626073:0;sudo -i apt-get --reinstall install libapparmor-perl
1570626081:0;sudo -i apt-get --reinstall install perl
1570627082:0;sudo -i apt-get --reinstall install python-hyperlink python-imaplib2 python-httplib2 python-debian python-apt python-aptdaemon python-aptdaemon.gtk3widgets
1571650260:0;sudo -i apt install emacs26\
1566375768:0;sudo -i apt install fslint
1570439371:0;sudo -i apt install lightdm lightdm-settings slick-greeter\
1570437613:0;sudo -i apt install mintupgrade\
1568703050:0;sudo -i apt install signal-desktop
1578480758:0;sudo -i apt install software-properties-common uidmap
1571150281:0;sudo -i apt install texlive-full
1570437667:0;sudo -i apt install timeshift\
1570794440:0;sudo -i aptitude install archivemount
1581437181:0;sudo -i aptitude install autokey-common autokey-gtk
1573469980:0;sudo -i aptitude install bat
1578567056:0;sudo -i aptitude install bazel
1578567120:0;sudo -i aptitude install bazel-1.0.0
1571045527:0;sudo -i aptitude install bind9 bind9utils bind9-doc
1561367246:0;sudo -i aptitude install calibre
1578475332:0;sudo -i aptitude install celluloid gnote drawing neofetch xapps
1578475364:0;sudo -i aptitude install celluloid gnote drawing neofetch xapps-common xapps-doc
1571922897:0;sudo -i aptitude install chromium
1571922935:0;sudo -i aptitude install chromium-browser
1571923013:0;sudo -i aptitude install chromium-codecs-ffmpeg chromium-chromedriver chromium-browser-l10n
1572530026:0;sudo -i aptitude install cmatrix xcowsay
1572530180:0;sudo -i aptitude install cmatrix-xfont
1581337631:0;sudo -i aptitude install dino-im
1573489454:0;sudo -i aptitude install dot2tex
1571648953:0;sudo -i aptitude install emacs25
1571649374:0;sudo -i aptitude install emacs26
1574078061:0;sudo -i aptitude install flameshot
1578476631:0;sudo -i aptitude install --force virtualbox-guest-dkms virtualbox-guest-modules virtualbox-guest-utils virtualbox-guest-x11
1583769717:0;sudo -i aptitude install git-cola
1579086518:0;sudo -i aptitude install gnome-shell
1579086626:0;sudo -i aptitude install gnome-shell-extension*
1579086577:0;sudo -i aptitude install gnome-shell-extensions gnome-shell-pomodoro gnome-shell-timer
1571149976:0;sudo -i aptitude install gparted
1581341642:0;sudo -i aptitude install hasciicam
1572529969:0;sudo -i aptitude install hollywood
1565085697:0;sudo -i aptitude install libbotan1.10-dev libyaml-cpp-dev
1565085601:0;sudo -i aptitude install libbotan-devel
1565085669:0;sudo -i aptitude install libbotan-dev libyaml-cpp-dev
1566289994:0;sudo -i aptitude install libglfw3 libglfw3-dev libglfw3-doc
1562660658:0;sudo -i aptitude install liblua5.1-dev
1562660589:0;sudo -i aptitude install liblua-dev
1565687446:0;sudo -i aptitude install libmono-microsoft-visualbasic10
1565687465:0;sudo -i aptitude install libmono-microsoft-visualbasic10.0-cil
1566998232:0;sudo -i aptitude install libpoppler-cpp-dev
1573548256:0;sudo -i aptitude install libxtst6 libxdo3 xclip
1562660576:0;sudo -i aptitude install lua-dev
1562660314:0;sudo -i aptitude install luarocks
1583232045:0;sudo -i aptitude install magic-wormhole
1570437209:0;sudo -i aptitude install mintupgrade
1565687561:0;sudo -i aptitude install mono-vbnc
1581343252:0;sudo -i aptitude install mplayer\
1581344670:0;sudo -i aptitude install mpv
1578501603:0;sudo -i aptitude install msx-emulator
1570009207:0;sudo -i aptitude install ocrfeeder tesseract-ocr-spa tesseract-ocr
1578501728:0;sudo -i aptitude install openmsx-catapult
1566998122:0;sudo -i aptitude install pdf-grep
1583225712:0;sudo -i aptitude install pikopixel.app
1566220939:0;sudo -i aptitude install plantuml
1582921245:0;sudo -i aptitude install python3.7
1582921260:0;sudo -i aptitude install python3.7
1570625947:0;sudo -i aptitude install python3-distutils
1571648721:0;sudo -i aptitude install python-newt
1571648497:0;sudo -i aptitude install python-snack
1565085397:0;sudo -i aptitude install qt-sdk
1571750991:0;sudo -i aptitude install ranger caca-utils highlight atool w3m poppler-utils mediainfo\
1571667799:0;sudo -i aptitude install rxvt-unicode
1571732788:0;sudo -i aptitude install rxvt-unicode-256color
1568706918:0;sudo -i aptitude install signal-desktop
1583741132:0;sudo -i aptitude install sl
1578496975:0;sudo -i aptitude install sqlitebrowser
1579595038:0;sudo -i aptitude install squashfuse
1568813404:0;sudo -i aptitude install sshcommand
1566303185:0;sudo -i aptitude install swig swig-sphinxbase 
1571647493:0;sudo -i aptitude install synapse
1573485161:0;sudo -i aptitude install tasksh
1571135147:0;sudo -i aptitude install texlive-all
1571136627:0;sudo -i aptitude install texlive-full
1566546149:0;sudo -i aptitude install translate-shell
1578476538:0;sudo -i aptitude install virtualbox-guest-dkms virtualbox-guest-modules virtualbox-guest-utils virtualbox-guest-x11
1581336132:0;sudo -i aptitude install wdiff
1571903704:0;sudo -i aptitude install xdotool wmctrl
1573808174:0;sudo -i aptitude install xfce4-notifyd
1573480189:0;sudo -i aptitude install zathura
1573480518:0;sudo -i aptitude install 'zathura-*'
1573480514:0;sudo -i aptitude install zathura-*
1573480543:0;sudo -i aptitude install zathura-abi-3 zathura-cb zathura-djvu zathura-dev zathura-ps
1570009200:0;sudo -i aptitude --no-install-recommends install ocrfeeder tesseract-ocr-spa tesseract-ocr
1571150311:0;sudo -i aptitude -o APT::Get::Fix-Missing=true install texlive-full
1568703003:0;sudo -i apt update && sudo apt install signal-desktop
1578566890:0;sudo -i apt update && sudo -i apt install bazel
1571903698:0;sudo i-i aptitude install xdotool wmctrl
1578475314:0;sudo -i install celluloid gnote drawing neofetch xapps
1583231735:0;sudo -i snap install teleport --edge
1590759176:0;sudo snap install espanso --classic
1574684955:0;sudo snap install microk8s --classic
1584364313:0;sudo snap install pixelorama
1578395706:0;sudo snap install podman --edge
1578395721:0;sudo snap install podman --edge --devmode
1583231644:0;sudo snap install teleport --edge
1606834083:0;TMP_DIR=/dev/shm venv/bin/pip install pyspark==2.3
1604396012:0;.tox/bin/pip install tox
1604395987:0;.tox/bin/pip install -U pip
1571918842:0;/usr/bin/pip3 install --user pip
1603790919:0;/usr/bin/python3 -m pip install pipenv
1603790657:0;/usr/bin/python3 -m pip install --upgrade pip
1606835714:0;venv/bin/pip3 install --build /dev/shm pyspark==2.3
1606833996:0;venv/bin/pip install --build /dev/shm pyspark==2.3
1606835725:0;venv/bin/pip install /dev/shm pyspark==2.3
1606832776:0;venv/bin/pip install mypy
1606833648:0;venv/bin/pip install pysaprk
1606837865:0;venv/bin/pip install pyspark==2.3
1606833658:0;venv/bin/pip install pyspark==2.3.10
1605625767:0;venv/bin/pip install sqlalchemy-stubs

1566303085:0;wheel install nltk
1574084055:0;yarn install angular-cli
1574084052:0;yarn install -g @angular-cli
1574084045:0;yarn install -g angular-cli
